"","scenarios","Year","Biomass","relative"
"154","scen1",119,5995.00134288814,0.0304776359766511
"155","scen2",119,10231.229496479,0.052013948013069
"156","scen3",119,15658.4603754136,0.0796051290034842
"157","scen4",119,24216.0757202142,0.123110688116735
"158","scen5",119,22863.1246365986,0.116232499395465
"159","scen6",119,28485.5832224181,0.144816187083156
"160","scen7",119,36464.670102846,0.185380599242336
"161","",120,5947.74917880202,0.0302374134689724
"162","scen1",120,5947.74917880202,0.0302374134689724
"163","scen2",120,10440.6425226659,0.0530785706237819
"164","scen3",120,16296.4572328184,0.0828486038356123
"165","scen4",120,25622.4962070603,0.130260706803394
"166","scen5",120,24038.6967166786,0.122208921396354
"167","scen6",120,30193.4674652774,0.153498799691054
"168","scen7",120,38947.5025636378,0.198002925677808
"169","",121,5901.26253604369,0.030001082750307
"170","scen1",121,5901.26253604369,0.030001082750307
"171","scen2",121,10651.6513126633,0.0541513058446076
"172","scen3",121,16947.2235211792,0.0861569964293961
"173","scen4",121,27065.7199981881,0.137597827651752
"174","scen5",121,25237.6594039714,0.128304257534392
"175","scen6",121,31939.1099155067,0.162373369036496
"176","scen7",121,41484.8997502718,0.210902650525101
"177","",122,5855.52301021924,0.0297685502556352
"178","scen1",122,5855.52301021924,0.0297685502556352
"179","scen2",122,10864.0959323803,0.0552313405959952
"180","scen3",122,17609.8428339037,0.08952564791907
"181","scen4",122,28541.7688959439,0.145101826135907
"182","scen5",122,26456.895057913,0.134502658219434
"183","scen6",122,33716.3160059824,0.171408402922729
"184","scen7",122,44064.53970269,0.224017130893633
"185","",123,5810.51278129767,0.029539725390746
"186","scen1",123,5810.51278129767,0.029539725390746
"187","scen2",123,11077.8248752899,0.0563179046427906
"188","scen3",123,18283.3541939374,0.0929496728497063
"189","scen4",123,30046.3507239813,0.152750881512084
"190","scen5",123,27693.1293224428,0.140787477144604
"191","scen6",123,35518.5317705889,0.180570582025527
"192","scen7",123,46673.5054935223,0.237280699173372
"193","",124,5766.21459062789,0.0293145204153944
"194","scen1",124,5766.21459062789,0.0293145204153944
"195","scen2",124,11292.693038628,0.0574102603055563
"196","scen3",124,18966.7533294353,0.0964239656625297
"197","scen4",124,31574.8978648431,0.160521772737588
"198","scen5",124,28942.9667098366,0.147141452188861
"199","scen6",124,37338.931849431,0.189825207297735
"200","scen7",124,49298.5177101446,0.250625844936748
"201","",125,5722.61171903091,0.0290928503319263
"202","scen1",125,5722.61171903091,0.0290928503319263
"203","scen2",125,11508.5596483999,0.0585076919116301
"204","scen3",125,19658.9919270327,0.0999431968986644
"205","scen4",125,33122.6021453416,0.168390055822545
"206","scen5",125,30202.8714758801,0.153546608189413
"207","scen6",125,39170.4673690694,0.199136443384791
"208","scen7",125,51926.1389798187,0.263984254712024
"209","",126,5679.68796590914,0.0288746327790731
"210","scen1",126,5679.68796590914,0.0288746327790731
"211","scen2",126,11725.287990111,0.0596095044262063
"212","scen3",126,20358.9821266758,0.103501836050139
"213","scen4",126,34684.4675613291,0.176330331874269
"214","scen5",126,31469.2140790259,0.159984493132707
"215","scen6",126,41005.984335075,0.208467920513691
