"","scenarios","Year","Biomass","relative"
"148","scen3",118,11825.7826006647,0.114067991896266
"149","scen4",118,20474.5481859866,0.197491419842909
"150","scen5",118,14467.508163519,0.139549293241928
"151","scen6",118,20268.6805852124,0.195505682018209
"152","scen7",118,28153.4802756537,0.27156012150557
"153","",119,1750.35089213333,0.0168833656191401
"154","scen1",119,1750.35089213333,0.0168833656191401
"155","scen2",119,6466.33288438999,0.0623723293385843
"156","scen3",119,12691.456762697,0.122418028137754
"157","scen4",119,22011.6387867996,0.212317739936727
"158","scen5",119,15343.0092852877,0.147994117422737
"159","scen6",119,21570.2608772311,0.208060339516646
"160","scen7",119,29985.3273484961,0.289229575115214
"161","",120,1744.72809380084,0.0168291297739294
"162","scen1",120,1744.72809380084,0.0168291297739294
"163","scen2",120,6828.76310130927,0.0658682237282026
"164","scen3",120,13551.3253761489,0.130712065779337
"165","scen4",120,23499.3253618052,0.226667523448931
"166","scen5",120,16181.9934593055,0.156086709955056
"167","scen6",120,22804.7401804901,0.219967760777066
"168","scen7",120,31702.4728027825,0.305792650928332
"169","",121,1739.22092974262,0.0167760093026357
"170","scen1",121,1739.22092974262,0.0167760093026357
"171","scen2",121,7192.95893380514,0.0693811487220595
"172","scen3",121,14398.3649940217,0.138882358734148
"173","scen4",121,24924.9235554377,0.240418420847422
"174","scen5",121,16979.1105818224,0.163775465324744
"175","scen6",121,23964.9281940013,0.231158590288502
"176","scen7",121,33297.3563260767,0.321176424413258
"177","",122,1733.82643032119,0.0167239755610164
"178","scen1",122,1733.82643032119,0.0167239755610164
"179","scen2",122,7557.23710531641,0.0728948679336404
"180","scen3",122,15226.3318834839,0.146868681806943
"181","scen4",122,26278.8723322384,0.253478209219599
"182","scen5",122,17730.7333816315,0.17102539594945
"183","scen6",122,25046.774464355,0.241593758578571
"184","scen7",122,34767.1661560739,0.335353774144662
"185","",123,1728.5417229031,0.0166730008405013
"186","scen1",123,1728.5417229031,0.0166730008405013
"187","scen2",123,7919.91869331566,0.0763931869741492
"188","scen3",123,16029.7575058344,0.154618287095169
"189","scen4",123,27554.4643346899,0.265782191383993
"190","scen5",123,18434.5376063508,0.17781408277998
"191","scen6",123,26048.6162151046,0.251257226998786
"192","scen7",123,36112.6254223907,0.348331675216372
"193","",124,1723.36402793372,0.0166230583303308
"194","scen1",124,1723.36402793372,0.0166230583303308
"195","scen2",124,8279.37751796369,0.0798604201951191
"196","scen3",124,16804.0430327605,0.162086815664757
"197","scen4",124,28747.5848395766,0.277290677940734
"198","scen5",124,19089.449957981,0.184131173102131
"199","scen6",124,26970.7598324282,0.260151950859357
"200","scen7",124,37337.1039039535,0.360142631516567
"201","",125,1718.29065520127,0.0165741220815197
"202","scen1",125,1718.29065520127,0.0165741220815197
"203","scen2",125,8634.09832950496,0.0832819519467727
"204","scen3",125,17545.5450029663,0.169239123768557
"205","scen4",125,29856.4285216673,0.287986255258031
"206","scen5",125,19695.557607407,0.189977507740407
"207","scen6",125,27815.151876127,0.268296706098853
"208","scen7",125,38445.9522632813,0.370838253949106
"209","",126,1713.3190002797,0.0165261669725468
"210","scen1",126,1713.3190002797,0.0165261669725468
"211","scen2",126,8982.68426397883,0.0866443084936014
"212","scen3",126,18251.5443638239,0.176048984231284
"213","scen4",126,30881.1126894084,0.297870054858367
"214","scen5",126,20253.8397364168,0.195362531591948
"215","scen6",126,28584.930232841,0.275721759841228
"216","scen7",126,39445.842615751,0.380482899760221
"217","",127,1708.44654114041,0.0164791686766721
"218","scen1",127,1708.44654114041,0.0164791686766721
"219","scen2",127,9323.86247586251,0.0899352123451691
"220","scen3",127,18920.1723432805,0.182498371431923
"221","scen4",127,31823.2749039615,0.306957872171073
"222","scen5",127,20765.9276652362,0.200301979887865
"223","scen6",127,29284.0124059221,0.282464899162033
"224","scen7",127,40344.2009108197,0.389148197456129
"225","",128,1703.67083492361,0.0164331036307947
"226","scen1",128,1703.67083492361,0.0164331036307947
"227","scen2",128,9656.50396252428,0.0931437734769089
"228","scen3",128,19550.3383688215,0.188576766031421
"229","scen4",128,32685.718572243,0.31527674802788
"230","scen5",128,21233.9453918957,0.204816340083267
"231","scen6",128,29916.8088353733,0.288568665857573
"232","scen7",128,41148.8053448759,0.396909173212479
"233","",129,1698.98951486062,0.0163879490057655
"234","scen1",129,1698.98951486062,0.0163879490057655
"235","scen2",129,9979.63455914517,0.0962605953838764
"236","scen3",129,20141.6420863853,0.194280306333228
"237","scen4",129,33472.1000798465,0.322861950839882
"238","scen5",129,21660.3581649129,0.208929391234254
"239","scen6",129,30487.9982291516,0.294078189357275
"240","scen7",129,41867.495367381,0.403841444033899
"241","",130,1694.4002873388,0.0163436826780775
"242","scen1",130,1694.4002873388,0.0163436826780775
"243","scen2",130,10292.4336297795,0.0992777624551089
"244","scen3",130,20694.267782787,0.199610769913311
"245","scen4",130,34186.6532149701,0.329754318472461
"246","scen5",130,22047.8268686862,0.212666799442619
"247","scen6",130,31002.33763359,0.299039354719313
"248","scen7",130,42507.9502675899,0.410019082067161
