"","species","management","time","biomass","harvest1","profit1","BvBMSY","FvFMSY1","FvFMSYtotal"
"2995","Pomacanthus arcuatus","BAU",28,45.1505180367001,3.95937284134572,39.5937284134572,0.107992570816421,6.31914893617021,6.31914893617021
"2996","Pomacanthus arcuatus","30% MPA",28,84.4741106852268,5.18543662246439,51.8543662246439,0.202048099933501,4.42340425531915,4.42340425531915
"2997","Pomacanthus arcuatus","BAU",29,42.9572686905451,3.76704078685176,37.6704078685176,0.102746681164829,6.31914893617021,6.31914893617021
"2998","Pomacanthus arcuatus","30% MPA",29,82.080115982478,5.03848144643564,50.3848144643564,0.196322060594138,4.42340425531915,4.42340425531915
"2999","Pomacanthus arcuatus","BAU",30,40.8900033246815,3.58575661335009,35.8575661335009,0.0978021243551399,6.31914893617021,6.31914893617021
"3000","Pomacanthus arcuatus","30% MPA",30,79.7781451817002,4.89717515037202,48.9717515037202,0.190816127206657,4.42340425531915,4.42340425531915
"3001","Pomacanthus paru","BAU",1,535.93716372238,51.9976314682954,519.976314682954,0.436088427351418,2.66839826910707,2.66839826910707
"3002","Pomacanthus paru","30% MPA",1,535.93716372238,51.9976314682954,519.976314682954,0.436088427351418,2.66839826910707,2.66839826910707
"3003","Pomacanthus paru","BAU",2,518.399529566935,50.2960972225513,502.960972225513,0.421818173642582,2.66839826910707,2.66839826910707
"3004","Pomacanthus paru","30% MPA",2,518.399529566935,35.2072680557859,352.072680557859,0.421818173642582,1.86787878837495,1.86787878837495
"3005","Pomacanthus paru","BAU",3,501.970629639896,48.702134456651,487.02134456651,0.408450089439324,2.66839826910707,2.66839826910707
"3006","Pomacanthus paru","30% MPA",3,517.059458806661,35.1162567261458,351.162567261458,0.42072776717342,1.86787878837495,1.86787878837495
"3007","Pomacanthus paru","BAU",4,486.560612041522,47.2070255703129,472.070255703129,0.395911062861548,2.66839826910707,2.66839826910707
"3008","Pomacanthus paru","30% MPA",4,515.764214240734,35.0282897816764,350.282897816764,0.419673835473913,1.86787878837495,1.86787878837495
"3009","Pomacanthus paru","BAU",5,472.088456145231,45.8029097899844,458.029097899844,0.384135167976103,2.66839826910707,2.66839826910707
"3010","Pomacanthus paru","30% MPA",5,514.512175247375,34.9432571573368,349.432571573368,0.418655059855137,1.86787878837495,1.86787878837495
"3011","Pomacanthus paru","BAU",6,458.480962422534,44.482685159758,444.82685159758,0.373062842824196,2.66839826910707,2.66839826910707
"3012","Pomacanthus paru","30% MPA",6,513.301787179909,34.8610532688063,348.610532688063,0.417670175311658,1.86787878837495,1.86787878837495
"3013","Pomacanthus paru","BAU",7,445.671873138937,43.2399232296337,432.399232296337,0.362640173937622,2.66839826910707,2.66839826910707
"3014","Pomacanthus paru","30% MPA",7,512.131558240908,34.7815768001905,347.815768001905,0.416717967978048,1.86787878837495,1.86787878837495
"3015","Pomacanthus paru","BAU",8,433.601105076713,42.0687946128395,420.687946128395,0.352818272010504,2.66839826910707,2.66839826910707
"3016","Pomacanthus paru","30% MPA",8,511.000056529835,34.7047305035116,347.047305035116,0.415797272726576,1.86787878837495,1.86787878837495
"3017","Pomacanthus paru","BAU",9,422.214078414323,40.964003872451,409.64003872451,0.343552725813035,2.66839826910707,2.66839826910707
"3018","Pomacanthus paru","30% MPA",9,509.905907253129,34.6304210092298,346.304210092298,0.414906970897061,1.86787878837495,1.86787878837495
"3019","Pomacanthus paru","BAU",10,411.461128357263,39.9207324367093,399.207324367093,0.334803123439499,2.66839826910707,2.66839826910707
"3020","Pomacanthus paru","30% MPA",10,508.847790086421,34.5585586470979,345.585586470979,0.414045988150542,1.86787878837495,1.86787878837495
"3021","Pomacanthus paru","BAU",11,401.296988164903,38.9345884413132,389.345884413132,0.326532631650724,2.66839826910707,2.66839826910707
"3022","Pomacanthus paru","30% MPA",11,507.824436679353,34.4890572767002,344.890572767002,0.413213292438953,1.86787878837495,1.86787878837495
